label,text,llm_check,suspect,style,group,accept
repeat,"হুম, মানে কি বললেন যেন? আরেকবার বললে ভালো হতো।",repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,আরেকবার বলবেন কি? আমার এখানে একটু নয়েজ ছিল।,repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,"বুঝতে পারলাম না ভাই, আরেকবার একটু কাইন্ডলি বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,কি বললেন আপু? আরেকবার একটু রিপিট করুন তো।,repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,"একটু জোরে বলুন তো, কি যেন বললেন?",repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,"সরি ভাই, আমি শুনতে পাইনি, কি বললেন একটু বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,"আসলে কি বললেন ঠিক ক্লিয়ার না, আরেকবার একটু বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,"বুঝলাম না ভাই, আবার একটু বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,কি যেন বললেন ভাইয়া? আবার একটু বলেন তো।,repeat,,asks what the agent said (e.g. কী বললেন?),70,
repeat,"ভাই শুনতে পেলাম না, আবার বলবেন প্লিজ?",repeat,,did not hear because of noise or a bad line,71,
repeat,"নয়েজ হচ্ছে তো, কিছু বুঝতে পারিনি, আরেকবার বলেন তো।",repeat,,did not hear because of noise or a bad line,71,
repeat,"আসলে লাইনটা খুব ডিস্টার্ব দিচ্ছে, আরেকবার রিপিট করবেন কি?",repeat,,did not hear because of noise or a bad line,71,
repeat,কি বললেন আপু? ঠিকমতো শোনা গেল না।,repeat,,did not hear because of noise or a bad line,71,
repeat,"হুম, আবার বলবেন কি? শব্দ হচ্ছে খুব।",repeat,,did not hear because of noise or a bad line,71,
repeat,"বুঝতে পারছি না ভাই, কথাগুলো ক্লিয়ার না।",repeat,,did not hear because of noise or a bad line,71,
repeat,"উম, মানে নেটওয়ার্কের কারণে কিছুই শুনতে পাইনি, কাইন্ডলি আরেকবার বলবেন?",repeat,,did not hear because of noise or a bad line,71,
repeat,"আরেকবার বলুন তো, লাইনটা অনেক কেটে যাচ্ছে।",repeat,,did not hear because of noise or a bad line,71,
repeat,"সরি ভাই, আওয়াজের জন্য শুনতে পাইনি, আবার বলেন।",repeat,,did not hear because of noise or a bad line,71,
repeat,কি বললেন ভাইয়া? একটু জোরে বলবেন প্লিজ?,repeat,,did not hear because of noise or a bad line,71,
repeat,"ঠিকমতো কানে আসছে না, আরেকবার কষ্ট করে বলবেন?",repeat,,did not hear because of noise or a bad line,71,
repeat,"কথাগুলো ক্লিয়ার না, আরেকবার একটু ক্লিয়ার করে বলবেন?",repeat,,did not hear because of noise or a bad line,71,
repeat,"ভাইয়া, আমি ঠিক বুঝতে পারিনি, আরেকবার একটু বলবেন?",repeat,,"did not understand, asks to say it again",72,
repeat,কী বললেন আপু? ঠিকমতো শুনতে পেলাম না।,repeat,,"did not understand, asks to say it again",72,
repeat,"সরি, কথাটা আবার একটু বলবেন প্লিজ?",repeat,,"did not understand, asks to say it again",72,
repeat,"উম, মানে আমি ঠিক খেয়াল করিনি, আরেকবার বলবেন কি?",repeat,,"did not understand, asks to say it again",72,
repeat,"কথাটা ক্লিয়ার শোনা গেল না, আরেকবার বলুন তো।",repeat,,"did not understand, asks to say it again",72,
repeat,"বুঝতে পারছি না, কী যেন বললেন?",repeat,,"did not understand, asks to say it again",72,
repeat,"আসলে নেটওয়ার্কের প্রবলেম ছিল, কথাটা কি আরেকবার রিপিট করবেন?",repeat,,"did not understand, asks to say it again",72,
repeat,"হুম, কী বললেন আরেকবার একটু কষ্ট করে বলবেন?",repeat,,"did not understand, asks to say it again",72,
repeat,"ঠিক বুঝতে পারলাম না, আরেকবার বলবেন ভাই?",repeat,,"did not understand, asks to say it again",72,
repeat,কথাটা আরেকবার একটু ক্লিয়ার করে বললে ভালো হয়।,repeat,,"did not understand, asks to say it again",72,
repeat,"সরি ভাই, আমি শুনতে পাইনি, আবার বলুন তো।",repeat,,"did not understand, asks to say it again",72,
repeat,কী বললেন? আরেকবার একটু বলবেন কি?,repeat,,"did not understand, asks to say it again",72,
repeat,"বুঝলাম না আপু, কি বললেন আবার বলেন তো?",repeat,,asks what the agent said (e.g. কী বললেন?),73,
repeat,"সরি ভাই, শুনতে পাইনি, একটু আবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),73,
repeat,মানে কি বললেন? কথাটা আবার একটু বলেন তো?,repeat,,asks what the agent said (e.g. কী বললেন?),73,
repeat,"আসলে খেয়াল করিনি, কি বললেন আবার একটু বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),73,
repeat,"হুম, কি বললেন যেন? আরেকবার একটু বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),73,
repeat,একটু আস্তে বলবেন? কি বললেন বুঝতে পারিনি।,repeat,,asks what the agent said (e.g. কী বললেন?),73,
repeat,"উম, কথাটা আবার একটু বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),73,
repeat,কি বললেন আপু? আরেকবার বলা যাবে?,repeat,,asks what the agent said (e.g. কী বললেন?),73,
repeat,"সরি, ঠিকমতো শুনতে পাইনি, আবার একটু বলেন?",repeat,,asks what the agent said (e.g. কী বললেন?),73,
repeat,"কিছু বললেন? আমি ঠিক বুঝিনি, আবার একটু বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),73,
repeat,"নয়েজ হচ্ছে তো, কিছু বুঝতে পারছি না",repeat,,did not hear because of noise or a bad line,74,
repeat,কি বললেন আপু? আরেকবার একটু বলবেন কি?,repeat,,did not hear because of noise or a bad line,74,
repeat,"লাইনটা খুব ডিস্টার্ব দিচ্ছে, আবার বলেন তো",repeat,,did not hear because of noise or a bad line,74,
repeat,"আসলে শুনতে পাইনি, একটু ক্লিয়ারলি বলবেন?",repeat,,did not hear because of noise or a bad line,74,
repeat,"উম, ঠিক বুঝলাম না, আবার একটু রিপিট করবেন?",repeat,,did not hear because of noise or a bad line,74,
repeat,"কথা বোঝা যাচ্ছে না ভাই, আরেকবার একটু বলেন",repeat,,did not hear because of noise or a bad line,74,
repeat,"জি, আরেকবার বলবেন কি? নেটওয়ার্কের সমস্যা মনে হয়",repeat,,did not hear because of noise or a bad line,74,
repeat,"শুনতে পেলাম না, কি যেন বললেন?",repeat,,did not hear because of noise or a bad line,74,
repeat,"মানে কি বললেন ঠিক বুঝলাম না, আবার বলবেন?",repeat,,did not hear because of noise or a bad line,74,
repeat,"আরেকবার বলুন তো, আওয়াজ খুব কম আসছে",repeat,,did not hear because of noise or a bad line,74,
repeat,"কি বললেন ভাই? নেট খুব খারাপ, আবার বলেন",repeat,,did not hear because of noise or a bad line,74,
repeat,"সরি আপু, কী বললেন বুঝতে পারলাম না।",repeat,,"did not understand, asks to say it again",75,
repeat,"হুম, মানে? আরেকবার একটু রিপিট করবেন প্লিজ?",repeat,,"did not understand, asks to say it again",75,
repeat,"কথাটা ক্লিয়ার না, আরেকবার বলেন তো।",repeat,,"did not understand, asks to say it again",75,
repeat,"আসলে আমি ঠিক বুঝিনি, কাইন্ডলি আবার বলবেন?",repeat,,"did not understand, asks to say it again",75,
repeat,"উম, ঠিক শুনতে পেলাম না, আরেকবার বলা যাবে?",repeat,,"did not understand, asks to say it again",75,
repeat,"কি বললেন ভাইয়া, আরেকবার একটু ক্লিয়ার করবেন?",repeat,,"did not understand, asks to say it again",75,
repeat,"বুঝতে পারছি না, আরেকবার কি বলা সম্ভব?",repeat,,"did not understand, asks to say it again",75,
repeat,আরেকবার একটু বলবেন? আমি ঠিক ধরতে পারিনি।,repeat,,"did not understand, asks to say it again",75,
repeat,"মানে, কি বললেন যেন? আবার বলেন তো।",repeat,,"did not understand, asks to say it again",75,
repeat,"সরি ভাই, লাইনটা ক্লিয়ার ছিল না, আবার বলেন।",repeat,,"did not understand, asks to say it again",75,
repeat,একটু আস্তে বলবেন? মানে আমি ঠিক বুঝিনি।,repeat,,"did not understand, asks to say it again",75,
repeat,"সরি আপু, আমি ঠিক বুঝতে পারিনি, আবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,মানে কী বললেন? আরেকবার শুনতে চাচ্ছিলাম।,repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,"হুম, কিছু বললেন কি? আমি ঠিক খেয়াল করিনি।",repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,"ভাইয়া, আরেকবার একটু বলবেন কি? কানে আসলো না।",repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,"বুঝতে পারলাম না, প্লিজ আরেকবার কি বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,"আসলে নেটওয়ার্কের জন্য শুনতে পাইনি, আবার বলবেন কি?",repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,কী যেন বললেন? আরেকবার রিপিট করবেন প্লিজ?,repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,"ঠিক ক্লিয়ার না, আরেকবার বলা যাবে?",repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,"উম, শুনতে পাইনি। কী বললেন একটু আবার বলবেন?",repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,"ভাই, আরেকবার বলবেন কি? ঠিকঠাক শুনতে পেলাম না।",repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,"বুঝতে পারছি না, একটু আবার কি বলবেন প্লিজ?",repeat,,asks what the agent said (e.g. কী বললেন?),76,
repeat,ভাই কি বললেন? কিছুই তো বুঝতে পারলাম না।,repeat,,did not hear because of noise or a bad line,77,
repeat,"লাইনটা খুব ডিস্টার্ব দিচ্ছে, আরেকবার বলবেন?",repeat,,did not hear because of noise or a bad line,77,
repeat,"শুনতে পাইনি আপু, একটু আবার বলবেন প্লিজ?",repeat,,did not hear because of noise or a bad line,77,
repeat,"নয়েজ হচ্ছে তো, ঠিক বুঝতে পারলাম না কি বললেন।",repeat,,did not hear because of noise or a bad line,77,
repeat,"হুম, কি যেন বললেন শুনতে পেলাম না, আবার বলুন তো।",repeat,,did not hear because of noise or a bad line,77,
repeat,"কথাগুলো কেটে কেটে আসছে, আবার একটু রিপিট করবেন?",repeat,,did not hear because of noise or a bad line,77,
repeat,কি বললেন? নেটওয়ার্কের কারণে কিছুই শোনা যাচ্ছে না।,repeat,,did not hear because of noise or a bad line,77,
repeat,"আসলে বাইরের খুব শব্দ, একটু কষ্ট করে আবার বলবেন?",repeat,,did not hear because of noise or a bad line,77,
repeat,"বুঝতে পারিনি ভাই, আরেকবার একটু ক্লিয়ারলি বলেন।",repeat,,did not hear because of noise or a bad line,77,
repeat,"মানে, কথাগুলো সব মিক্স হয়ে যাচ্ছে, আবার বলবেন কি?",repeat,,did not hear because of noise or a bad line,77,
repeat,"শুনতে খুব প্রবলেম হচ্ছে, কাইন্ডলি আরেকবার বলবেন?",repeat,,did not hear because of noise or a bad line,77,
repeat,"হ্যালো? কিছু শুনতে পাচ্ছি না, প্লিজ আরেকবার বলুন।",repeat,,did not hear because of noise or a bad line,77,
repeat,"ভাইয়া ঠিক বুঝতে পারলাম না, আরেকবার কি বলবেন?",repeat,,"did not understand, asks to say it again",78,
repeat,কি বললেন আপু? ঠিক শুনতে পেলাম না তো।,repeat,,"did not understand, asks to say it again",78,
repeat,"সরি ভাই, আবার বলবেন প্লিজ?",repeat,,"did not understand, asks to say it again",78,
repeat,মানে কি বললেন? আরেকটু ক্লিয়ার করে বলুন তো।,repeat,,"did not understand, asks to say it again",78,
repeat,"আসলে কথাগুলো ঠিক পরিষ্কার না, আবার একটু বলবেন কি?",repeat,,"did not understand, asks to say it again",78,
repeat,"শুনতে পেলাম না ভাইয়া, একটু রিপিট করবেন?",repeat,,"did not understand, asks to say it again",78,
repeat,"উম, কি যেন বললেন? বুঝতে পারিনি।",repeat,,"did not understand, asks to say it again",78,
repeat,"হুম, নেটওয়ার্কের জন্য শোনা যাচ্ছে না, আবার বলেন তো।",repeat,,"did not understand, asks to say it again",78,
repeat,"আপু আপনার কথাগুলো কেটে কেটে আসছে, কি বললেন?",repeat,,"did not understand, asks to say it again",78,
repeat,"ঠিক ধরতে পারলাম না, আরেকবার বলবেন কি?",repeat,,"did not understand, asks to say it again",78,
repeat,কি বললেন ভাইয়া? আবার একটু বলেন তো দেখি।,repeat,,"did not understand, asks to say it again",78,
repeat,আরেকবার বলবেন? আমি ঠিক খেয়াল করিনি।,repeat,,"did not understand, asks to say it again",78,
